Census_Tract,Year,PM2.5,Diabetes,Percent_Black_Only,Percent_American_Indian_and_Alaska_Native_Only,Percent_Hispanic,Education,Linguistic_Isolation,Unemployment,Poverty,latino_bin
6001451504,2014,8.3893404,7.2,2.4,0,6,4.3,0.7,4,3.2,0
6001451505,2014,8.3893404,7,0,0,7.1,3.5,0.8,3.6,1.8,0
6001451506,2014,8.7563801,7.7,6.5,0,37.9,21.8,23.3,3.2,14,1
6001451601,2014,8.7563801,7.2,0.1,0.2,10.9,5.1,0.3,5.3,2.3,0
6001451602,2014,8.7256498,8.7,0.6,0.1,13.4,7.9,2.4,2.6,4.4,0
6001451701,2014,8.7256498,8.3,1.7,0.3,14.1,10.1,0,4.4,3.5,0
6001451703,2014,8.7256498,7.5,3.1,0.4,15.4,5.1,1.8,7.1,3.1,0
6001451704,2014,8.7256498,8,1,0.2,18,7.2,5.4,2.4,4.1,0
6001982000,2014,8.6375999,6.1,0,0,19.3,0.1,0,0,0,0
6001983200,2014,8.6375999,4.5,10.8,0,15.4,1.1,0,2.8,7.1,0
6007000102,2014,7.7666101,9.7,0.4,0,18.4,12.9,2.6,5.3,15.4,0
6007000103,2014,7.7666101,5.7,0.8,0.6,17.3,9.1,3,9.2,5.4,0
6007000104,2014,7.7666101,9,2.9,0,17.2,13.5,2.2,8.2,16.8,0
6007000201,2014,7.7666101,6.4,0,0.6,20.2,10.3,2.2,8.9,20.7,0
6007000202,2014,7.7666101,10.5,4.3,1.1,12.2,9.4,2.9,4.5,21.2,0
6007000300,2014,7.7666101,8.8,1.7,0.9,24.9,13,6,5.3,24.2,0
6007000401,2014,7.0902801,6.7,0.5,1.4,25.6,1.8,3.1,3.4,15.4,0
6007000402,2014,7.0902801,8.5,0.3,0.2,14.2,4.7,2.7,5.6,9.2,0
6007000501,2014,7.0902801,4.6,2,0.1,17.3,8.8,2.8,4,25.5,0
6007000502,2014,8.1501799,3.9,1,0.2,21.4,3.7,2.2,8.6,58.4,0
6007000601,2014,8.1501799,7.4,0,0.2,11.8,4.7,2,3,12.2,0
6007000603,2014,8.1501799,4.4,1,0.1,16.5,5.9,0.8,8.5,50,0
6007000604,2014,8.1501799,4.4,2.8,0.3,19.7,9.6,3.1,12.6,59.8,0
6007000700,2014,8.1501799,7.3,2.8,1.5,6.7,6.5,1.8,7,20.4,0
6007000800,2014,8.1501799,8.8,0.1,0,16.5,3.2,0.4,3.6,12.9,0
6007000901,2014,8.1483498,6.2,0,0,7.5,2.7,1,2.5,4.8,0
6007000903,2014,8.1483498,7.3,3,0.2,18.3,9.4,3.5,6.9,19.5,0
6007000904,2014,8.1483498,8.1,2.4,0.3,9.3,3.5,2.3,4.5,8.8,0
6007001000,2014,8.1501799,5.2,3.9,0.8,13.8,5.2,0.4,9.8,37.1,0
6007001100,2014,8.1501799,2.9,2.6,0.5,13.2,9.9,4,10.2,46.9,0
6007001200,2014,8.3840599,6.3,1.7,0,18.2,16.5,6,7.5,36.6,0
6007001300,2014,8.1501799,10,1.1,1.1,30.1,31.4,13.6,10.6,45.3,0
6007001600,2014,8.42138,8.2,0.9,0,13,5.3,1.3,6.1,10.2,0
6013302009,2014,8.4622202,9.3,22.1,0.5,29.5,10.2,9.5,7.1,15.9,0
6013303201,2014,8.8657198,8.2,15.3,0.2,21.7,8.6,5.1,6.6,9.1,0
6013305000,2014,8.3332396,11.3,15.7,1.1,44.6,21.7,13.9,10.1,27.6,1
6013306002,2014,8.3562202,10.6,5.8,1,30.4,10.9,11.6,6.4,8.2,0
6013306003,2014,8.5005903,10.5,13.1,0.7,36,10.7,7.2,8.2,23.3,1
6013306004,2014,8.5005903,10.4,18.4,0,41.8,19.5,13.6,9.5,18.4,1
6013307101,2014,8.5499296,11.2,9,0.2,43.1,12.7,8.3,4,13.4,1
6013307102,2014,8.5005903,11.9,4.6,0.3,59.5,28.4,20.7,10.1,25.3,1
6013307201,2014,8.3332396,11.3,13.9,0.6,44.2,17,12.4,12.7,19.9,1
6013307202,2014,8.3332396,10.6,29.9,0,41.8,32.7,11.1,14.7,31.2,1
6013307204,2014,8.0362597,10.9,11.8,0.3,45.2,11.5,9.8,3.4,19,1
6013307205,2014,8.0362597,9.8,20,0,33.8,20.1,11.7,5.2,14.2,0
6013308001,2014,8.5499296,10.2,11.4,0,29.2,13.4,4.9,12.3,11.9,0
6013308002,2014,8.4622202,8.5,14.1,0.7,26.2,10.3,4.6,7.1,4.4,0
6013313103,2014,8.0362597,7.5,14.9,0,31.8,13.5,8.6,6.5,10.8,0
6013313204,2014,8.0460396,11.1,13.8,0.1,46.3,24.1,19.3,8.1,15.8,1
6013315000,2014,8.5778704,9.1,4.7,0,15.1,3.3,3.4,9.2,12.2,0
6013327000,2014,8.5557203,8.7,0.7,0.9,41,13.2,14.2,6.9,11.2,1
6013328000,2014,8.5557203,10.6,10.9,0,17.1,9.7,3.5,8.9,21.4,0
6013329000,2014,8.5557203,9.5,4.9,0,30.5,6.3,10,8.6,12.8,0
6013330000,2014,8.5557203,9.2,3.7,0.8,29.5,12.7,9.5,9.2,16,0
6013331000,2014,8.5557203,8.9,4.5,0,19.5,12.2,7.2,8.8,12,0
6013332000,2014,8.5557203,9.2,0.4,0.2,31,7.2,9.2,4.7,13.1,0
6013333101,2014,8.5229597,8.7,2.7,0,18.9,9.6,6.9,6,4.5,0
6013333102,2014,8.5229597,8.4,4.8,0.7,14.1,3.6,2.1,7.9,5.1,0
6013333200,2014,8.5229597,8.7,1.3,0,23.2,3.6,1.7,9,3.3,0
6013334001,2014,8.5557203,8.8,5.8,0.1,21.5,9,4,5.4,7.7,0
6013334004,2014,8.5229597,8.8,6.1,0.6,18,6.8,0.3,10.9,10.3,0
6013334006,2014,8.24825,8.2,2.5,0.1,10.1,2.7,2,3.7,6.3,0
6013335000,2014,8.5557203,8.3,2.7,0.3,25.8,4.9,2.5,5.9,9.6,0
6013336101,2014,8.5557203,8.9,6.5,0,58.1,32.1,28.1,10.6,24,1
6013336102,2014,8.5557203,8.8,7.4,0,62.7,35.9,41.4,8.1,25,1
6013336201,2014,8.5557203,9.4,0,0,57.6,28.7,23,6.5,13.2,1
6013336202,2014,8.5557203,9.1,4.5,0.1,59.2,45.2,39.3,6.8,35.8,1
6013337100,2014,8.5557203,8.8,1.9,0,28.2,3.8,4.1,7.2,7.8,0
6013337200,2014,8.5557203,9.2,5.3,1.3,23.2,12.6,8.5,7.4,11.4,0
6013337300,2014,8.5335903,7.8,3.6,0,12.5,3,0.7,3.7,0.9,0
6013338101,2014,8.5335903,10,4.9,0,42.7,21.4,17.5,7.8,29,1
6013338102,2014,8.5335903,8.2,1.6,0,19.4,4,0.1,8.5,4.6,0
6013338201,2014,8.5335903,8.4,0.5,0.6,10.2,4.9,2.2,3.4,7,0
6013345101,2014,8.73563,6.8,5.1,0,13.2,2.8,1.9,3.9,3,0
6013345102,2014,8.73563,7.5,0,0,13.1,4.3,0.8,6.1,7.9,0
6013345103,2014,8.1805601,8.8,0.2,0,7.4,3.1,0.5,4.6,2.9,0
6013345105,2014,8.2945099,7.7,0.8,0.7,9,5.3,0,1.5,8.8,0
6013345108,2014,8.2945099,6.4,2.9,0.4,8.4,0.4,0.2,2.9,1,0
6013345111,2014,8.73563,6.2,1.4,0,9.7,4.6,3.4,4.8,1.7,0
6013345112,2014,8.1805601,6.2,1.2,0,13.2,1.4,1.5,5,1.9,0
6013345113,2014,8.2945099,7.6,3.8,0.6,6.9,0.6,1,2.6,1.6,0
6013345115,2014,8.73563,7,0.4,0.6,6.7,1.8,0.9,3.9,1.7,0
6013345116,2014,8.73563,7.2,0.1,0.2,7.2,2.5,1.1,3.5,2.2,0
6013345202,2014,8.2945099,6.1,1.6,0,7.2,3,0,7,2.3,0
6013355107,2014,8.0362597,8.8,8.5,0,29.9,12.5,4.4,7.6,3.8,0
6013355108,2014,8.3883801,9,25,0.3,28.7,6.1,4.5,7.7,6.7,0
6013355109,2014,8.5499296,10.8,20.9,0.1,26.5,11.9,5.6,9.5,16.5,0
6013355110,2014,8.5499296,8.1,24.9,1.9,29.1,10.4,5.1,15.7,5.3,0
6013355111,2014,8.5499296,8.8,19.4,0,27.3,7.4,1.7,11.4,11.1,0
6013355114,2014,8.2758799,6.2,2.8,0,5.6,1.4,0.6,2.8,3,0
6013355115,2014,8.1805601,5.6,11,0.5,13.9,6.5,3.1,5.2,16.6,0
6013355116,2014,8.1805601,5,0.9,0.4,4.1,3.3,0,2.7,1.3,0
6013355117,2014,8.1805601,5.1,1.2,0.3,1.9,1.5,0.4,3.9,2.6,0
6013355200,2014,8.5229597,3,12.8,0,20.9,8.8,5.7,9.5,8.5,0
6013355301,2014,8.24825,8,5.1,1.4,11.5,2.7,1.4,5.8,7,0
6013355304,2014,8.0362597,7.8,2.4,0.6,10.3,1.4,1.8,6.3,4.9,0
6013355306,2014,8.3621902,7.3,0.4,1.7,9.1,1,0.2,4.1,1.6,0
6013356002,2014,8.7849798,10,17.3,0.4,15.6,7.6,4.5,5.2,4.8,0
6013360101,2014,9.0241604,10.6,12.4,0,22.2,7,5.6,4.2,5.6,0
6013360102,2014,9.0033398,10.4,6.7,0,18.7,3.9,0.3,6.1,4.8,0
6013360200,2014,9.0241604,11.2,13,0.7,21.5,12.6,3.5,10.7,11.9,0
6013361000,2014,8.8582001,11.8,13.1,0.3,21.7,7.4,3.9,5.2,13,0
6013363000,2014,9.0241604,10.9,20.9,0,24.9,8.6,5.4,3.9,6.1,0
6013365002,2014,9.0369596,10.9,21.7,0,60.5,30.2,25.6,12.4,27.9,1
6013365003,2014,9.0241604,9.2,26.8,0.5,19.8,10.1,6.6,6.5,7.3,0
6013367100,2014,9.0241604,13.7,42.1,0,24.3,17.7,8.4,12.3,22.7,0
6013367200,2014,9.0241604,15.1,13.8,0,47.1,33.1,21.1,5.3,20.7,1
6013370000,2014,8.8582001,10.9,11.2,0,16,15.2,3.9,7,8.9,0
6013371000,2014,8.8582001,10.6,12.2,0.1,36.7,15.9,10.9,7.2,14.1,1
6013372000,2014,9.0369596,11.6,13.3,0,56.7,29.5,25.6,10.4,9.6,1
6013373000,2014,9.0369596,13,12.7,0.8,76,52.6,39.9,5.4,19.6,1
6013374000,2014,8.92801,12.3,13.3,0,55.3,28.5,21,8.5,17,1
6013375000,2014,8.92801,11.9,12.3,0.4,80.5,56.9,44.4,11.4,21.8,1
6013376000,2014,8.92801,14.1,26.4,0,59,41.7,32.4,6.6,36.9,1
6013377000,2014,8.92801,13.5,15,0.2,70.2,42.3,33.1,8.5,25.6,1
6013378000,2014,8.92801,9.2,6.8,0,16.2,5.2,4.2,6.1,8.1,0
6013379000,2014,8.92801,14,34.1,0,57.7,33.9,25.9,9.2,22.8,1
6013380000,2014,8.92801,9,28.1,0,23.4,8.4,6.4,5.8,17.7,0
6013381000,2014,8.8582001,13.9,35.6,0,50.2,28.6,24.8,5.5,20.5,1
6013382000,2014,8.8582001,15.2,43.2,0,34.5,24.2,18.6,12.5,23.3,1
6013383000,2014,8.8582001,9.8,12.4,1,9.2,8.8,1.9,4.1,14,0
6013386000,2014,8.8582001,10,15.9,0,18.3,14,3.8,10.6,15.9,0
6013392200,2014,8.9067497,9.3,17.6,0.8,32.6,25.5,15.6,5.4,13.1,0
6019000100,2014,15.4584999,14,14.5,2.9,52,50.9,14.3,0.9,73.9,1
6019000200,2014,15.4584999,16.5,16.5,0.7,70.3,44.5,26.3,8.6,59.5,1
6019000300,2014,15.4584999,17.3,28.9,0.4,55,27,19,6.4,48.9,1
6019000400,2014,15.4625998,15.7,7.8,0.2,81.6,59.1,26.4,9.4,50.4,1
6019000501,2014,15.4625998,13.3,7.2,1.9,71.9,56.9,30.4,9.2,59.6,1
6019000502,2014,15.4584999,13.9,3.7,0,79.9,59.2,43.5,12.3,44.9,1
6019000600,2014,15.4584999,15.3,8.3,0.3,70.6,46.9,16.4,10.8,67.2,1
6019000700,2014,15.4584999,16.4,32.7,0.2,52.3,35.3,13.2,9.4,36.7,1
6019000800,2014,15.0586004,12.9,5.8,0,61.4,45,19.7,11.8,58.8,1
6019000901,2014,15.4584999,13.1,15.9,0,52.7,51.3,25.9,13.6,43.1,1
6019000902,2014,15.4584999,16.3,20.8,0,53.2,56.2,24.3,14.7,59.8,1
6019001000,2014,15.0586004,16.4,26.7,0,54.7,51.9,29.4,10.6,46.1,1
6019001100,2014,15.4584999,16.5,14.5,0,78.9,52,27.5,7.7,50.2,1
6019001201,2014,15.4625998,15.5,9.4,0,73.6,54.7,28.3,14.2,54.7,1
6019001202,2014,15.4867001,14.9,8.1,0,68.8,52.5,20.1,6.9,34.7,1
6019001301,2014,15.4625998,16.6,2.9,1.4,85.7,64.5,36.4,14.2,56.5,1
6019001303,2014,15.4625998,14.1,8.3,0,69.8,61.7,28.2,11.1,43.9,1
6019001304,2014,15.4625998,14.8,8,0.3,60.2,51.4,23.5,10.9,51.3,1
6019001407,2014,15.4625998,12.6,30.4,0,49,35.3,14.3,16.1,53.3,1
6019001408,2014,15.4625998,18.2,10.3,0,44.1,34.9,11.1,6.3,27,1
6019001409,2014,15.4808998,10.6,7.6,0,23.2,7.1,3.3,3,17.7,0
6019001410,2014,15.4808998,11.2,3.8,0,60.1,35.9,19.9,10.3,27,1
6019001411,2014,15.4808998,10.2,6.2,0,45.6,26.7,7.4,15.2,35.3,1
6019001412,2014,15.3667002,8.4,4,0,31.9,14.5,2.2,8,6.8,0
6019001413,2014,15.4808998,6.3,1.2,0,34.6,11.2,4.1,10.5,12.2,1
6019001414,2014,15.4808998,7.9,2.8,0,34.7,12.9,4.3,7.3,14.4,1
6019001500,2014,15.4867001,19.7,0.9,0,72.2,51.8,33.3,8.7,45.9,1
6019001900,2014,13.8943005,10.3,4.3,0,58.2,24.4,14.6,7.9,23.3,1
6019002000,2014,15.0642996,14.3,10.8,0,59.8,39.8,21.3,13.6,49.1,1
6019002100,2014,15.0642996,12.2,2.9,1.1,60.3,19.9,14.3,9.7,31,1
6019002200,2014,15.0642996,9.8,2.7,1.4,42.1,7.7,7.5,12.7,32.6,1
6019002300,2014,15.0642996,12,15,0.9,54.6,29.7,10.6,14.9,39.6,1
6019002400,2014,15.0642996,13.7,3.7,1.1,65.4,43.3,25,9.5,45.9,1
6019002501,2014,15.0796003,14.2,0.7,0,68.7,53.5,23.7,12.7,54.4,1
6019002502,2014,15.0796003,14.5,3,0.3,65.3,63.5,29.9,10.1,59.3,1
6019002601,2014,15.4625998,15,4,0,91.1,58.4,40.6,10.4,56.3,1
6019002602,2014,15.4625998,12.4,2,4.6,76.5,43.2,27.5,6.1,28.5,1
6019002701,2014,15.4625998,13.3,2.9,0,78.7,49.4,26.1,12.1,36.7,1
6019002702,2014,15.4625998,12.9,2.2,0,77,56.1,30.1,8.5,50.2,1
6019002800,2014,15.0796003,14.5,7.6,0.7,68.1,60.6,24,12.3,58.5,1
6019002903,2014,15.4625998,14.4,4.4,1.3,61.4,38.3,22.2,8.8,55.1,1
6019002904,2014,15.4625998,12.8,10,5,60.9,34.7,14.3,14.5,41.4,1
6019002905,2014,15.0796003,10.2,10.9,0.5,50.9,33.7,8.9,9.3,32.3,1
6019002906,2014,15.0796003,13,7.1,0.2,49.9,44.9,16.3,7.5,42.2,1
6019003001,2014,15.0869999,9.3,8.2,0,52.9,30.5,14.5,12.6,36.8,1
6019003003,2014,15.4808998,12.3,6.2,0.1,50.1,34,14.6,8.7,44.1,1
6019003004,2014,15.4808998,11.8,6.1,2,54.7,25.7,16.4,6.9,26.5,1
6019003102,2014,15.1035004,9.6,4.9,0.2,37.8,24.4,6,13.4,24.5,1
6019003103,2014,15.0869999,10,2.7,0.3,43.2,18.2,5.5,9.7,32.6,1
6019003104,2014,15.0869999,5.6,6.5,0,33.7,9.2,2.7,3.3,21.4,0
6019003201,2014,15.0796003,12.3,7,1.8,53.2,35.1,12.5,8.8,35.3,1
6019003202,2014,15.0796003,11.1,11.5,0,50.4,29.7,8.1,11.1,35.3,1
6019003301,2014,15.0796003,14.9,5.1,0.3,50.7,36.2,6.9,10.4,40.5,1
6019003302,2014,15.0796003,12.3,3.1,0.5,68.7,38,26.1,6.6,42.3,1
6019003400,2014,15.0642996,15.5,6.4,1,56.3,41.7,12.9,9.5,47.6,1
6019003500,2014,15.0642996,11.4,4.6,0,65.6,25.9,14.5,9.5,42,1
6019003600,2014,15.0642996,9.8,2.2,0.2,39.4,12.1,3.9,7.7,22.8,1
6019003701,2014,15.0642996,12.3,6.3,0.1,55.5,30,14.5,8.2,35,1
6019003702,2014,15.0642996,12.6,19.2,0.6,43.3,29.2,9.8,11.8,30.1,1
6019003803,2014,13.6021996,8.1,5,0.3,46.1,23.7,10.5,7.6,8.9,1
6019003804,2014,13.6855001,9.8,11.4,0,44.9,19.3,8.7,9.6,15.9,1
6019003805,2014,13.6855001,12.9,5,0.2,63.2,30.2,16.5,9.8,40.2,1
6019003807,2014,13.6855001,10.6,3.9,0.2,51.9,28,16.9,7.9,12.7,1
6019003808,2014,13.6855001,9.9,5.8,0.6,55.6,26.5,14.7,8.3,19.3,1
6019003809,2014,13.6855001,9.4,5.6,0,58.5,21.4,9.9,11.8,24.3,1
6019003810,2014,13.6021996,9.9,6.6,0,48.9,22.3,10.2,10.3,25.5,1
6019004205,2014,13.6855001,12.9,10.6,0.8,49.9,31,13.5,8.6,38.4,1
6019004207,2014,13.6238003,9.4,9.9,0,45.7,24.2,5.8,7.2,20.6,1
6019004208,2014,13.9904003,8.3,3.2,0,14.7,4.5,1.1,5.8,8.7,0
6019004210,2014,15.0474997,7.8,7.9,0,32.6,11.6,2,10.6,21.6,0
6019004211,2014,15.0474997,7.5,8.7,0,37.5,7,1.3,4.8,11.3,1
6019004212,2014,15.0474997,8.3,12.9,0.4,40.9,18.7,9.4,10.2,24.5,1
6019004213,2014,15.0474997,7.7,3.3,1.1,45.7,6.6,1.6,10.2,8.7,1
6019004214,2014,15.0474997,10.3,1.4,0.1,28.3,9.7,2.7,3,7.6,0
6019004215,2014,13.6238003,7.8,10.5,0,33.2,15.6,2.7,8.2,3.1,0
6019004216,2014,13.6238003,10,17,0,32.9,8.7,5.4,7.4,22.3,0
6019004301,2014,13.9904003,10.2,4.6,0,18.8,3.3,0,2.7,5.2,0
6019004302,2014,15.0699997,10.8,0.3,0.2,17.1,2.4,1.2,4.6,8,0
6019004303,2014,15.0699997,11.5,1.7,0,20.9,4.4,1.6,4.4,4.4,0
6019004404,2014,13.9904003,11.2,0.5,0.2,64.7,33.9,13.5,14.3,42.4,1
6019004405,2014,15.0853996,8.8,1.6,0,24.2,2.8,0.6,2.7,8.3,0
6019004406,2014,15.0853996,8.9,2.2,0.3,29.7,3.5,1.6,12,12.4,0
6019004408,2014,13.9904003,7.4,2.5,1.5,21.2,5.6,6.2,9.6,9.7,0
6019004409,2014,15.0699997,8.9,0,2.2,37.4,8.2,2.7,10.1,10.1,1
6019004503,2014,15.0699997,9.5,0.7,0,20.2,10.1,1.4,6.9,5,0
6019004504,2014,15.0699997,10.5,1.7,0,39.8,15.2,2.1,8.4,14.8,1
6019004505,2014,15.0699997,9.9,7.9,0,42.4,14.7,4.9,19.4,44.6,1
6019004506,2014,15.0699997,9.5,0.2,1.4,18.5,8,0.1,5.4,7.6,0
6019004601,2014,15.0699997,12.5,7.8,0,36.5,12.6,8.2,7.6,25,1
6019004602,2014,15.0699997,7.9,1.8,0,22.8,4.9,4.7,2,26.9,0
6019004701,2014,15.0474997,13,14.4,0.6,49.4,25.6,8.7,9.4,26.6,1
6019004703,2014,13.6855001,13.6,10.6,0.3,62.6,33.1,19.8,11.1,35,1
6019004704,2014,13.6855001,13,13.9,0.1,58.2,34.4,24.4,10.7,46,1
6019004801,2014,15.0642996,11.9,10.4,0,69.6,31.1,20,7.6,44.8,1
6019004802,2014,15.0642996,13,5.9,0.1,55.2,25.5,16.5,14.4,36.3,1
6019004901,2014,15.0642996,12,3.5,0.2,52.3,26.8,18.1,4.4,38.5,1
6019004902,2014,15.0642996,10.6,0,0.3,39.5,20,9.5,8.5,34.8,1
6019005000,2014,15.0699997,12.2,9.1,0,47.4,20.9,8.7,10.5,37.5,1
6019005100,2014,15.0642996,13.4,12.6,2.4,49.7,34.4,14.7,12.9,31.9,1
6019005202,2014,15.0796003,11.8,2.9,0.9,57.1,32.7,17.8,10.5,31.5,1
6019005203,2014,15.0796003,11.2,5.8,0.1,61.7,29.8,6.2,13.8,25.4,1
6019005204,2014,15.0796003,11.8,5.4,0.9,39,22.9,7,13.4,37.1,1
6019005301,2014,15.0796003,11.7,9.3,0.2,54.2,23.7,8.8,9.2,28.5,1
6019005302,2014,15.0936003,9.4,6.9,0,41.4,14.7,4.6,7.1,32.5,1
6019005304,2014,15.0936003,7.6,10.4,0,45,13.6,2.7,19.3,29.5,1
6019005305,2014,15.0796003,11.7,0.7,1.7,50.1,18.2,6.2,11.1,23,1
6019005403,2014,15.0936003,7.2,24.2,0.3,42.8,24.3,8.6,11.1,50,1
6019005405,2014,15.0936003,10.2,7.8,0,30.7,8.5,2.2,5.9,11.1,0
6019005406,2014,15.0936003,9.7,5.3,0,32.1,9.5,3.8,6.6,11.7,0
6019005407,2014,15.0936003,9.6,2.6,0.4,25.6,13.4,5,4.8,8.4,0
6019005408,2014,15.0936003,2.1,15.9,0,23.8,15.3,1.1,5.4,69.6,0
6019005409,2014,15.0936003,8.3,6,0,30.3,13.4,1.6,13.1,41.6,0
6019005410,2014,15.0699997,10.2,3.3,0,42.8,10.3,6.3,16,20.1,1
6019005503,2014,15.0726995,9.2,0.5,0,15.3,4.5,0.2,6.2,5.9,0
6019005504,2014,15.0853996,6.9,1.6,0,14.3,7,0.8,5.5,4.4,0
6019005505,2014,15.0853996,6.8,2.1,0.1,23.3,4.6,2.1,9.1,7.9,0
6019005507,2014,15.0853996,7.8,4.2,0,25,7.1,2.3,3.6,6.3,0
6019005508,2014,15.0853996,7.2,3.4,0,16.2,6.4,0.8,6.8,4.4,0
6019005509,2014,15.0853996,8.7,2.8,0,29.6,8.8,4.1,5.5,13.6,0
6019005510,2014,15.0853996,10.1,1,0.2,15.9,8.9,2.1,5.1,18.5,0
6019005512,2014,15.0952997,7.2,1.8,0,22.7,8.1,1.4,5.1,2.6,0
6019005513,2014,15.0952997,8.2,1.4,1,22.9,7.8,0.7,8.5,5.9,0
6019005514,2014,15.0952997,9.1,0.2,0,17.2,6.6,1.3,6,7.6,0
6019005516,2014,15.0853996,7.8,1.3,0,26.3,3.2,5,7.9,9.4,0
6019005517,2014,15.0853996,7,1.5,0,18.1,2.1,0.1,2.6,4.6,0
6019005518,2014,15.0944004,6.2,6.7,1.7,18.7,3.9,1.4,4.5,3.1,0
6019005520,2014,15.0952997,6.9,0.7,1.1,18.2,3.9,0.3,2.4,2.7,0
6019005522,2014,15.0952997,6.3,5.7,0,14.1,4,0.4,3.9,7.1,0
6019005524,2014,15.0853996,6.2,0.9,1.5,20.6,1.2,1.3,2.5,5.3,0
6019005602,2014,15.1035004,10.5,0,1.8,28.1,19.2,3.8,5.7,17.7,0
6019005605,2014,15.0936003,8.8,10,0.3,22,7.6,2.2,4.8,2.7,0
6019005606,2014,15.0936003,9.1,4.7,0.5,27,4.1,2.3,7.7,16.1,0
6019005607,2014,15.1035004,9.8,4,1.9,30.9,11.1,3.3,12.1,36.2,0
6019005608,2014,15.1035004,13.4,1.3,0,28.7,12.8,4.8,10.2,13.8,0
6019005701,2014,15.1035004,10.9,0.9,0.3,36.4,14.4,6,9.3,25.5,1
6019005702,2014,15.1035004,7.3,0.9,0.4,19.2,7.2,2.3,7.3,5.7,0
6019005703,2014,15.1035004,9,3.9,0.8,23.2,5.8,3.8,7,11.4,0
6019005704,2014,15.1035004,9.8,0.8,1,44.2,19.3,12.2,9.9,25.2,1
6019005801,2014,15.1035004,9.7,3,0.1,32.8,15,3.5,7.3,17.1,0
6019005802,2014,15.1035004,9.4,4.6,1.8,20.5,8.9,1.7,3.6,6.1,0
6019005804,2014,15.0869999,10.35,2.7,0,35.2,24.1,7,10,31.8,1
6019005805,2014,15.0869999,5.7,3.7,0,23.6,8.9,3.1,7.7,9.7,0
6019005904,2014,15.3667002,4.6,0.8,0.4,27.9,12.7,5.1,5.7,4.9,0
6019005907,2014,15.0960999,6.5,2.9,0,24.7,5.6,1.9,4.1,5,0
6019005909,2014,15.0960999,6.9,4.4,0,22,10.6,1.3,7.6,5.6,0
6019005911,2014,15.3667002,7.7,0.6,0.1,14.9,9.5,1.2,10.2,4.1,0
6029000503,2014,19.2644997,6.4,2,3.5,16.6,8.7,2.2,3.4,5.8,0
6029000505,2014,19.2644997,8.5,2.3,0.1,13.2,3.2,2.4,1.6,7.3,0
6029000506,2014,19.2681007,6.4,5.5,0.8,21.7,7.4,2.5,7.2,11,0
6029000507,2014,19.2717991,8.2,0.2,0,32.5,9.5,8.4,5.6,4.2,0
6029000600,2014,19.2717991,13.3,19.6,0,48.2,30.9,9.8,10.3,44.4,1
6029000700,2014,19.2866001,9.7,0.1,1.8,47.9,16.2,8.2,7.2,18.4,1
6029000800,2014,19.2726002,11.7,1.5,0,55.9,14.5,12.9,16,27.2,1
6029000902,2014,19.2726002,11.1,2.9,0.6,49.2,9.8,7,12.8,16.3,1
6029000903,2014,19.2726002,11.3,0.9,0,56.4,17.8,7.8,5.9,21,1
6029000904,2014,19.2866001,10.1,1.8,0.8,51.9,13.3,5.8,5.5,21,1
6029000906,2014,19.2961998,10.2,0.5,1,66.5,24.3,12,7.3,7,1
6029000907,2014,19.2961998,9.6,1.3,0.4,72.4,28.2,15.3,11.3,19.6,1
6029000908,2014,19.2882004,9.4,5.8,0.1,49.7,11.5,5,6.9,14.4,1
6029000909,2014,19.2961998,10,0.6,0,34.1,9.4,4.1,3.2,1.7,1
6029000910,2014,19.2882004,8.9,4.7,0.1,46.6,12.1,2.2,4.1,19.8,1
6029001000,2014,19.3040009,9.9,0,0,66.3,36.2,16.9,11.6,21,1
6029001201,2014,19.2866001,14,3.4,2.1,78.7,43.2,35.9,10.2,49.1,1
6029001202,2014,19.2866001,12.7,5.1,0.2,81.8,55.9,33.6,10.3,58.3,1
6029001300,2014,19.2866001,13.2,8.7,3.2,82.7,51,30.2,11.6,44.7,1
6029001400,2014,19.2866001,18,3.2,0,83.2,53.6,22.7,11,58.5,1
6029001500,2014,19.2866001,16.9,12.6,1,76.6,53,32,8.2,48.8,1
6029001600,2014,19.2717991,15.9,17.7,1.7,47.9,29.2,17,6.7,35.7,1
6029001700,2014,19.2717991,9.8,2.6,0.4,28.4,17,4.2,5,17.9,0
6029001801,2014,19.2717991,11.1,8,0.7,41.7,20.3,9,7.2,21.1,1
6029001802,2014,19.2681007,8.9,3.7,0,36.1,8.4,1.8,6.6,11.8,1
6029001901,2014,19.2717991,9.9,2,0,44.8,21.7,9.9,7.5,18,1
6029001902,2014,19.2717991,10.9,12.1,0.6,47.4,24.9,10.6,11.2,34,1
6029002000,2014,19.2717991,17.4,24.4,0.7,57.4,35.5,12.8,5,49.3,1
6029002100,2014,19.2866001,15.8,12.8,0.1,83.5,56.4,37.8,10.4,49,1
6029002200,2014,19.2866001,15.4,18.1,0.7,76.7,61,29.6,17.9,63.7,1
6029002301,2014,19.2961998,12.2,10.2,0.4,79.2,48.7,26,13.1,29.5,1
6029002400,2014,19.3099995,10.6,7.1,0.3,72.4,43.7,25.5,12.6,26.6,1
6029002500,2014,19.3134003,14.6,11,0,76.7,45.1,30,18,45,1
6029002600,2014,19.2945995,13.2,17.5,1.7,69.1,32.8,23.8,12.5,32.8,1
6029002700,2014,19.2945995,13.9,2.8,0.2,66.5,33.5,21.4,8.6,32.5,1
6029002804,2014,19.2805996,14.8,2.7,0,23.4,13.8,3.8,0.8,12.6,0
